227	1 292 294 312 314 361
45	1 296 297 321 322 373
180	1 296 298 325 326 387
459	1 305 312 327 327 376
171	1 296 301 318 317 367
102	1 301 303 323 327 374
341	1 291 294 313 314 364
378	1 286 295 318 321 381
332	1 294 297 319 320 381
64	1 294 296 322 323 370
358	1 291 291 308 311 358
384	1 299 301 319 323 373
450	1 294 295 307 317 375
144	1 300 304 321 323 370
376	1 288 290 319 320 381
68	1 301 302 330 332 375
83	2 301 301 322 326 373
425	1 299 303 325 327 379
183	1 296 297 329 330 382
455	1 294 297 327 327 379
305	1 302 305 328 329 376
279	5 293 297 313 320 382
153	1 294 295 321 322 373
123	1 302 303 321 328 379
444	1 296 299 328 329 390
430	1 293 296 316 323 373
65	1 294 296 321 323 384
261	1 302 307 335 336 385
80	2 300 301 324 332 379
161	1 284 297 322 323 370
10	1 296 297 324 323 370
355	8 294 299 323 325 376
322	1 288 291 313 314 361
55	1 296 297 323 323 384
142	5 296 295 320 323 370
112	1 291 298 311 312 364
187	2 296 299 313 317 364
71	1 301 303 329 330 379
152	1 296 297 324 326 376
374	1 288 288 324 326 387
226	1 292 294 315 323 370
78	1 301 304 333 333 385
94	1 290 291 315 317 378
189	1 296 297 313 314 364
162	3 292 300 324 324 373
408	1 291 292 319 321 370
95	1 290 293 317 319 370
295	1 293 293 322 323 370
267	1 302 307 331 332 379
197	1 296 298 314 319 370
89	1 301 303 325 326 373
105	1 296 295 322 323 370
107	1 293 294 324 321 370
323	1 288 291 318 318 370
211	1 296 298 319 321 370
293	1 293 292 315 318 367
118	1 302 302 328 329 390
202	1 296 297 315 323 373
438	1 294 296 308 311 355
69	4 299 308 328 329 390
199	1 296 298 326 327 379
429	1 287 291 310 314 361
241	1 295 299 328 332 393
76	1 297 298 327 330 382
228	7 292 297 313 314 364
50	1 293 297 324 328 379
75	1 297 300 323 327 373
417	1 288 288 312 313 364
150	1 296 300 334 335 397
40	1 293 299 321 327 376
91	1 290 294 313 314 361
174	1 296 297 330 332 382
369	1 293 295 320 326 370
224	1 292 293 316 317 366
360	1 290 293 315 317 367
63	1 294 295 320 321 373
427	1 299 299 319 326 388
82	1 290 295 322 323 385
5	5 296 300 319 320 382
12	1 296 297 322 323 370
141	1 296 300 312 318 367
148	1 296 300 312 314 364
38	1 296 297 325 326 376
214	1 296 298 325 326 388
19	5 294 296 314 315 367
423	2 293 293 315 318 367
447	1 292 296 315 320 367
441	1 296 297 324 326 373
31	1 296 296 324 326 388
51	1 292 296 322 323 385
443	3 296 300 324 327 376
188	4 296 298 319 320 381
109	1 290 294 323 324 373
448	1 294 296 321 321 370
250	2 293 294 306 308 355
